ID;Typ;Datum;Betrag;Hauptkategorie;Unterkategorie;Beschreibung;Haendler;Zahlungsart;Quelle
excel-Dezember_2017-I7;Ausgabe;2017-12-01;525,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-K7;Ausgabe;2017-12-01;28,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-L8;Ausgabe;2017-12-01;34,97;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon · fixer/monatlicher Eintrag;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C12;Ausgabe;2017-12-02;68,63;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H12;Ausgabe;2017-12-02;30,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J12;Ausgabe;2017-12-02;25,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N12;Ausgabe;2017-12-02;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H13;Ausgabe;2017-12-03;5,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J13;Ausgabe;2017-12-03;10,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C14;Ausgabe;2017-12-04;9,11;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-E14;Ausgabe;2017-12-04;149,9;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-K14;Ausgabe;2017-12-04;40,22;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-L14;Ausgabe;2017-12-04;25,0;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C15;Ausgabe;2017-12-05;5,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J15;Ausgabe;2017-12-05;16,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N15;Ausgabe;2017-12-05;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C16;Ausgabe;2017-12-06;3,8;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-E16;Ausgabe;2017-12-06;347,4;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H16;Ausgabe;2017-12-06;28,53;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-I16;Ausgabe;2017-12-06;47,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C17;Ausgabe;2017-12-07;8,8;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-F17;Ausgabe;2017-12-07;3,0;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H17;Ausgabe;2017-12-07;36,1;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J17;Ausgabe;2017-12-07;61,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N17;Ausgabe;2017-12-07;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C18;Ausgabe;2017-12-08;15,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J18;Ausgabe;2017-12-08;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N18;Ausgabe;2017-12-08;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C19;Ausgabe;2017-12-09;8,2;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H19;Ausgabe;2017-12-09;20,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J19;Ausgabe;2017-12-09;23,9;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-K19;Ausgabe;2017-12-09;19,4;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C20;Ausgabe;2017-12-10;121,44;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H20;Ausgabe;2017-12-10;30,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J20;Ausgabe;2017-12-10;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N20;Ausgabe;2017-12-10;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C21;Ausgabe;2017-12-11;2,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H21;Ausgabe;2017-12-11;24,9;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J21;Ausgabe;2017-12-11;27,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N21;Ausgabe;2017-12-11;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C22;Ausgabe;2017-12-12;12,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J22;Ausgabe;2017-12-12;30,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C23;Ausgabe;2017-12-13;6,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J23;Ausgabe;2017-12-13;28,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C24;Ausgabe;2017-12-14;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J24;Ausgabe;2017-12-14;34,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N24;Ausgabe;2017-12-14;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C25;Ausgabe;2017-12-15;34,64;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H25;Ausgabe;2017-12-15;16,95;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J25;Ausgabe;2017-12-15;36,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N25;Ausgabe;2017-12-15;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C26;Ausgabe;2017-12-16;6,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H26;Ausgabe;2017-12-16;8,5;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J27;Ausgabe;2017-12-17;4,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-D28;Ausgabe;2017-12-18;63,9;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J28;Ausgabe;2017-12-18;10,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-L28;Ausgabe;2017-12-18;19,99;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-D29;Ausgabe;2017-12-19;20,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J29;Ausgabe;2017-12-19;15,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J30;Ausgabe;2017-12-20;7,1;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J31;Ausgabe;2017-12-21;25,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C32;Ausgabe;2017-12-22;67,49;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H32;Ausgabe;2017-12-22;51,15;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J32;Ausgabe;2017-12-22;1,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-M32;Ausgabe;2017-12-22;5,8;Mobilität;ÖPNV / Bahn (historisch);Excel-Historie · Nahverkehr VVS;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C33;Ausgabe;2017-12-23;2,9;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-D33;Ausgabe;2017-12-23;10,0;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-E33;Ausgabe;2017-12-23;29,0;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-F33;Ausgabe;2017-12-23;33,0;Mobilität;Auto / Kraftstoff / Fahrtkosten (historisch);Excel-Historie · Benzin + Fahrt-/Mietkosten;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H33;Ausgabe;2017-12-23;20,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J33;Ausgabe;2017-12-23;1707,9;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C34;Ausgabe;2017-12-24;1,2;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J34;Ausgabe;2017-12-24;26,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N34;Ausgabe;2017-12-24;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J35;Ausgabe;2017-12-25;28,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N35;Ausgabe;2017-12-25;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J37;Ausgabe;2017-12-27;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N37;Ausgabe;2017-12-27;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C38;Ausgabe;2017-12-28;12,8;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H38;Ausgabe;2017-12-28;4,5;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J38;Ausgabe;2017-12-28;34,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C39;Ausgabe;2017-12-29;26,98;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-H39;Ausgabe;2017-12-29;8,2;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J39;Ausgabe;2017-12-29;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N39;Ausgabe;2017-12-29;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-C40;Ausgabe;2017-12-30;73,17;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J40;Ausgabe;2017-12-30;17,0;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N40;Ausgabe;2017-12-30;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-J41;Ausgabe;2017-12-31;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Dezember_2017-N41;Ausgabe;2017-12-31;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-Einkommen;Einnahme;2018-01-01;3470,05;Einnahmen;Einkommen / Gehalt;Einkommen netto · Excel-Historie;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-G7;Ausgabe;2018-01-01;662,84;Versicherungen / Altersvorsorge / Finanzen;Versicherungen / Rente / Bank (historisch);Excel-Historie · Versicherungen + Rente + Bank;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-I7;Ausgabe;2018-01-01;525,0;Wohnen;Miete / Strom (historisch);Excel-Historie · Miete+Strom;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-J7;Ausgabe;2018-01-01;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-K7;Ausgabe;2018-01-01;28,0;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-N7;Ausgabe;2018-01-01;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-J8;Ausgabe;2018-01-02;24,9;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-K8;Ausgabe;2018-01-02;614,04;Gesundheit;Gesundheit / Arzt / Medikamente (historisch);Excel-Historie · Gesundheit, Arzt und Medikamente;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-L8;Ausgabe;2018-01-02;34,97;Wohnen;Mobilfunk / Telefon (historisch);Excel-Historie · Handy und Telefon;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-C9;Ausgabe;2018-01-03;5,0;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-J9;Ausgabe;2018-01-03;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-N9;Ausgabe;2018-01-03;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-C10;Ausgabe;2018-01-04;5,5;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-D10;Ausgabe;2018-01-04;31,98;Einrichtung;Einrichtung / Baumarkt / Elektronik (historisch);Excel-Historie · Einrichtungs- gegenstände + Elektronik;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-H10;Ausgabe;2018-01-04;6,8;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-C11;Ausgabe;2018-01-05;54,65;Lebensmittel & Haushalt;Lebensmittel & Haushalt (historisch);Excel-Historie · Nahrungs- und Haushaltsmittel;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-E11;Ausgabe;2018-01-05;25,0;Bekleidung;Kleidung / Schuhe / Parfüm (historisch);Excel-Historie · Kleidung und Schuhe;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-H11;Ausgabe;2018-01-05;2,35;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-J11;Ausgabe;2018-01-05;6,5;Freizeit;Vergnügen / Urlaub (historisch);Excel-Historie · Vergnügen + Urlaub;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-N11;Ausgabe;2018-01-05;1,0;Sonstiges / Lifestyle;Zigaretten;Excel-Historie · Z;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
excel-Jan_18-H12;Ausgabe;2018-01-06;20,0;Sonstiges / Lifestyle;Sonstige Zahlungen / Friseur / Reparatur / Geschenke (historisch);Excel-Historie · Sonst. Zahlungen, Friseur, Strafe, Reparatur und Geschenke;Excel-Import;Sonstiges;Monatsabrechnung_Exc_AKTUELL.xlsx
